"TRAIT","GO","NAME","FUNCTION","QTL","locusName","Best.hit.arabi.name","arabi.symbol","arabi.defline","Best.hit.rice.name","rice.defline","OsGene"
"LEN","GO:0006355","regulation of transcription, DNA-templated","biological_process","4K@26.26","Pavir.4KG222700","AT5G64950","","Mitochondrial transcription termination factor family protein","LOC_Os06g12060","mTERF family protein, expressed",NA
"LEN","GO:0006355","regulation of transcription, DNA-templated","biological_process","4K@26.26","Pavir.4KG235800","AT3G23230","","Integrase-type DNA-binding superfamily protein","LOC_Os04g18650","AP2 domain containing protein, expressed",NA
"LEN","GO:0006355","regulation of transcription, DNA-templated","biological_process","4K@26.26","Pavir.4KG237000","AT5G53950","ANAC098,ATCUC2,CUC2","NAC (No Apical Meristem) domain transcriptional regulator superfamily protein","LOC_Os06g23650","no apical meristem protein, putative, expressed","OMTN5 "
"LEN","GO:0006355","regulation of transcription, DNA-templated","biological_process","4K@26.26","Pavir.4KG238925","AT3G06250","FRS7","FAR1-related sequence 7","LOC_Os10g24020","transposon protein, putative, unclassified, expressed",NA
"LEN","GO:0006355","regulation of transcription, DNA-templated","biological_process","4K@26.26","Pavir.4KG239205","AT4G38180","FRS5","FAR1-related sequence 5","LOC_Os06g13740","transposon protein, putative, unclassified, expressed",NA
"LEN","GO:0006355","regulation of transcription, DNA-templated","biological_process","4K@26.26","Pavir.4KG249000","AT5G07900","","Mitochondrial transcription termination factor family protein","LOC_Os06g12040","mTERF family protein, expressed",NA
"LEN","GO:0006355","regulation of transcription, DNA-templated","biological_process","5K@76.02","Pavir.5KG437100","AT3G54320","ASML1,ATWRI1,WRI,WRI1","Integrase-type DNA-binding superfamily protein","LOC_Os01g67410","AP2/EREBP transcription factor BABY BOOM, putative, expressed",NA
"LEN","GO:0006355","regulation of transcription, DNA-templated","biological_process","5K@76.02","Pavir.5KG440600","AT1G77450","anac032,NAC032","NAC domain containing protein 32","LOC_Os01g60020","NAC domain transcription factor, putative, expressed","OsNAC4 "
"LEN","GO:0006355","regulation of transcription, DNA-templated","biological_process","5K@76.02","Pavir.5KG484500","AT1G13260","EDF4,RAV1","related to ABI3/VP1 1","LOC_Os01g49830","B3 DNA binding domain containing protein, expressed",NA
"LEN","GO:0006355","regulation of transcription, DNA-templated","biological_process","5K@76.02","Pavir.5KG491100","AT4G10920","KELP","transcriptional coactivator p15 (PC4) family protein (KELP)","LOC_Os01g50960","RNA polymerase II transcriptional coactivator KELP, putative, expressed",NA
"LEN","GO:0006355","regulation of transcription, DNA-templated","biological_process","5K@76.02","Pavir.5KG517700","AT4G09960","AGL11,STK","K-box region and MADS-box transcription factor family protein ","LOC_Os01g52680","OsMADS32 - MADS-box family gene with MIKCc type-box, expressed","CFO1|OsMADS32 "
"LEN","GO:0006355","regulation of transcription, DNA-templated","biological_process","5K@76.02","Pavir.5KG527600","AT3G16500","IAA26,PAP1","phytochrome-associated protein 1","LOC_Os01g53880","OsIAA6 - Auxin-responsive Aux/IAA gene family member, expressed","IAA6|OsIAA6 "
"LEN","GO:0006355","regulation of transcription, DNA-templated","biological_process","5K@76.02","Pavir.5KG532621","AT4G38180","FRS5","FAR1-related sequence 5","LOC_Os06g42520","transposon protein, putative, unclassified, expressed",NA
"LEN","GO:0006355","regulation of transcription, DNA-templated","biological_process","5K@76.02","Pavir.5KG541900","AT4G17500","ATERF-1,ERF-1","ethylene responsive element binding factor 1","LOC_Os01g54890","ethylene-responsive transcription factor 2, putative, expressed","OsERF922 "
"LEN","GO:0006355","regulation of transcription, DNA-templated","biological_process","5K@76.02","Pavir.5KG551000","AT5G62430","CDF1","cycling DOF factor 1","LOC_Os01g55340","dof zinc finger domain containing protein, putative, expressed",NA
"LEN","GO:0006355","regulation of transcription, DNA-templated","biological_process","5K@76.02","Pavir.5KG553700","AT1G29220","","transcriptional regulator family protein","LOC_Os01g55490","transcriptional regulator family protein, putative, expressed",NA
"LEN","GO:0006355","regulation of transcription, DNA-templated","biological_process","5K@76.02","Pavir.5KG564200","AT3G10490","ANAC051,ANAC052,NAC052","NAC domain containing protein 52","LOC_Os07g09740","no apical meristem protein, expressed",NA
"LEN","GO:0006355","regulation of transcription, DNA-templated","biological_process","5K@76.02","Pavir.5KG581300","AT5G44210","ATERF-9,ATERF9,ERF9","erf domain protein 9","LOC_Os01g58420","AP2 domain containing protein, expressed","AP37|OsERF3 "
"LEN","GO:0006355","regulation of transcription, DNA-templated","biological_process","5K@76.02","Pavir.5KG581700","AT1G28360","ATERF12,ERF12","ERF domain protein 12","LOC_Os05g41760","AP2 domain containing protein, expressed","MFS1 "
"LEN","GO:0006355","regulation of transcription, DNA-templated","biological_process","5K@76.02","Pavir.5KG589307","AT4G38180","FRS5","FAR1-related sequence 5","LOC_Os10g42160","transposon protein, putative, unclassified, expressed",NA
"LEN","GO:0006355","regulation of transcription, DNA-templated","biological_process","5K@76.02","Pavir.5KG627400","AT2G27990","BLH8,PNF","BEL1-like homeodomain 8","LOC_Os01g62920","homeodomain protein, putative, expressed","qSH1 "
"LEN","GO:0006355","regulation of transcription, DNA-templated","biological_process","5K@76.02","Pavir.5KG638000","AT5G07900","","Mitochondrial transcription termination factor family protein","LOC_Os06g12060","mTERF family protein, expressed",NA
"LEN","GO:0006355","regulation of transcription, DNA-templated","biological_process","5K@76.02","Pavir.5KG647000","AT5G22380","anac090,NAC090","NAC domain containing protein 90","LOC_Os01g64310","no apical meristem protein, putative, expressed","ENAC1 "
"LEN","GO:0006355","regulation of transcription, DNA-templated","biological_process","5K@76.02","Pavir.5KG648900","AT2G28510","","Dof-type zinc finger DNA-binding family protein","LOC_Os01g64590","dof zinc finger domain containing protein, putative, expressed",NA
"LEN","GO:0006355","regulation of transcription, DNA-templated","biological_process","5K@76.02","Pavir.5KG659600","AT5G61890","","Integrase-type DNA-binding superfamily protein","LOC_Os01g64790","AP2 domain containing protein, expressed","OsEREBP2|ERF99 "
"LEN","GO:0006355","regulation of transcription, DNA-templated","biological_process","5K@76.02","Pavir.5KG674407","AT5G04410","anac078,NAC2","NAC domain containing protein 2","LOC_Os05g35170","no apical meristem protein, putative, expressed","IDEF2 "
"LEN","GO:0006355","regulation of transcription, DNA-templated","biological_process","5K@76.02","Pavir.5KG676500","AT5G20240","PI","K-box region and MADS-box transcription factor family protein ","LOC_Os01g66030","OsMADS2 - MADS-box family gene with MIKCc type-box, expressed","OsMADS2 "
"LEN","GO:0006355","regulation of transcription, DNA-templated","biological_process","5K@76.02","Pavir.5KG677300","AT1G01720","ANAC002,ATAF1","NAC (No Apical Meristem) domain transcriptional regulator superfamily protein","LOC_Os01g66120","No apical meristem protein, putative, expressed","OsNAC6|SNAC2 "
"LEN","GO:0006355","regulation of transcription, DNA-templated","biological_process","5K@76.02","Pavir.5KG678807","AT1G71520","","Integrase-type DNA-binding superfamily protein","LOC_Os01g66270","AP2 domain containing protein, expressed",NA
"LEN","GO:0006355","regulation of transcription, DNA-templated","biological_process","5K@76.02","Pavir.5KG681300","AT2G02450","anac034,ANAC035,LOV1,NAC035","NAC domain containing protein 35","LOC_Os01g66490","no apical meristem protein, putative, expressed",NA
"LEN","GO:0006355","regulation of transcription, DNA-templated","biological_process","5K@76.02","Pavir.5KG698900","AT1G51190","PLT2","Integrase-type DNA-binding superfamily protein","LOC_Os01g67410","AP2/EREBP transcription factor BABY BOOM, putative, expressed",NA
"LEN","GO:0006355","regulation of transcription, DNA-templated","biological_process","5N@36.27","Pavir.5NG152300","AT5G07680","ANAC079,ANAC080,ATNAC4,NAC080","NAC domain containing protein 80","LOC_Os01g01470","no apical meristem protein, putative, expressed","ONAC020 "
"LEN","GO:0006355","regulation of transcription, DNA-templated","biological_process","5N@36.27","Pavir.5NG153600","AT3G04070","anac047,NAC047","NAC domain containing protein 47","LOC_Os03g21060","No apical meristem protein, putative, expressed","OsNAP "
"LEN","GO:0006355","regulation of transcription, DNA-templated","biological_process","5N@36.27","Pavir.5NG155943","AT4G38180","FRS5","FAR1-related sequence 5","LOC_Os03g41800","transposon protein, putative, unclassified, expressed",NA
"LEN","GO:0006355","regulation of transcription, DNA-templated","biological_process","5N@36.27","Pavir.5NG162200","AT5G07680","ANAC079,ANAC080,ATNAC4,NAC080","NAC domain containing protein 80","LOC_Os01g29840","no apical meristem protein, putative, expressed","ONAC026 "
"LEN","GO:0006355","regulation of transcription, DNA-templated","biological_process","5N@36.27","Pavir.5NG169900","AT5G17260","anac086,NAC086","NAC domain containing protein 86","LOC_Os01g15640","no apical meristem protein, putative, expressed",NA
"LEN","GO:0006355","regulation of transcription, DNA-templated","biological_process","5N@36.27","Pavir.5NG175800","AT5G39660","CDF2","cycling DOF factor 2","LOC_Os01g15900","expressed protein","RDD1 "
"LEN","GO:0006355","regulation of transcription, DNA-templated","biological_process","5N@36.27","Pavir.5NG189405","AT4G38180","FRS5","FAR1-related sequence 5","LOC_Os01g71850","transposon protein, putative, unclassified, expressed",NA
"LEN","GO:0006355","regulation of transcription, DNA-templated","biological_process","5N@36.27","Pavir.5NG191200","AT5G39660","CDF2","cycling DOF factor 2","LOC_Os01g15900","expressed protein","RDD1 "
"LEN","GO:0006355","regulation of transcription, DNA-templated","biological_process","5N@36.27","Pavir.5NG205700","AT3G17600","IAA31","indole-3-acetic acid inducible 31","LOC_Os01g18360","OsIAA4 - Auxin-responsive Aux/IAA gene family member, expressed","OsIAA4 "
"LEN","GO:0006355","regulation of transcription, DNA-templated","biological_process","5N@36.27","Pavir.5NG215800","AT4G38180","FRS5","FAR1-related sequence 5","LOC_Os06g13900","transposon protein, putative, unclassified, expressed",NA
"LEN","GO:0006355","regulation of transcription, DNA-templated","biological_process","5N@36.27","Pavir.5NG316819","","","","LOC_Os09g27390","transposon protein, putative, unclassified, expressed",NA
"LEN","GO:0006355","regulation of transcription, DNA-templated","biological_process","5N@36.27","Pavir.5NG347600","AT2G47520","HRE2","Integrase-type DNA-binding superfamily protein","LOC_Os01g21120","AP2 domain containing protein, expressed",NA
"LEN","GO:0006355","regulation of transcription, DNA-templated","biological_process","5N@36.27","Pavir.5NG358481","","","","LOC_Os10g42160","transposon protein, putative, unclassified, expressed",NA
"LEN","GO:0006355","regulation of transcription, DNA-templated","biological_process","5N@36.27","Pavir.5NG358643","AT1G62990","IXR11,KNAT7","KNOTTED-like homeobox of Arabidopsis thaliana 7","LOC_Os03g03164","homeobox protein knotted-1, putative, expressed",NA
"LEN","GO:0006355","regulation of transcription, DNA-templated","biological_process","5N@36.27","Pavir.5NG365100","AT4G38180","FRS5","FAR1-related sequence 5","LOC_Os06g36970","transposon protein, putative, unclassified, expressed",NA
"LEN","GO:0006355","regulation of transcription, DNA-templated","biological_process","5N@36.27","Pavir.5NG365601","AT4G38180","FRS5","FAR1-related sequence 5","LOC_Os09g11870","transposon protein, putative, unclassified, expressed",NA
"LEN","GO:0006355","regulation of transcription, DNA-templated","biological_process","5N@36.27","Pavir.5NG388581","AT4G38180","FRS5","FAR1-related sequence 5","LOC_Os06g13900","transposon protein, putative, unclassified, expressed",NA
"LEN","GO:0006355","regulation of transcription, DNA-templated","biological_process","6N@54.19","Pavir.6NG267632","AT1G21340","","Dof-type zinc finger DNA-binding family protein","LOC_Os08g38220","dof zinc finger domain containing protein, putative, expressed","OsDof25 "
"LEN","GO:0006355","regulation of transcription, DNA-templated","biological_process","6N@54.19","Pavir.6NG276500","AT4G34410","RRTF1","redox responsive transcription factor 1","LOC_Os08g36920","AP2 domain containing protein, expressed",NA
"LEN","GO:0006355","regulation of transcription, DNA-templated","biological_process","6N@54.19","Pavir.6NG293600","","","","LOC_Os03g61319","RD26, putative, expressed",NA
"LEN","GO:0006355","regulation of transcription, DNA-templated","biological_process","6N@54.19","Pavir.6NG300700","AT5G20730","ARF7,BIP,IAA21,IAA23,IAA25,MSG1,NPH4,TIR5","Transcriptional factor B3 family protein / auxin-responsive factor AUX/IAA-related","LOC_Os08g40900","auxin response factor, putative, expressed",NA
"LEN","GO:0006355","regulation of transcription, DNA-templated","biological_process","6N@54.19","Pavir.6NG301600","","","","LOC_Os06g42420","transposon protein, putative, unclassified, expressed",NA
"LEN","GO:0006355","regulation of transcription, DNA-templated","biological_process","6N@54.19","Pavir.6NG303400","AT5G21960","","Integrase-type DNA-binding superfamily protein","LOC_Os08g41030","AP2 domain containing protein, expressed",NA
"LEN","GO:0006355","regulation of transcription, DNA-templated","biological_process","6N@54.19","Pavir.6NG308900","AT5G21960","","Integrase-type DNA-binding superfamily protein","LOC_Os08g41030","AP2 domain containing protein, expressed",NA
"LEN","GO:0006355","regulation of transcription, DNA-templated","biological_process","6N@54.19","Pavir.6NG309800","AT4G38160","pde191","Mitochondrial transcription termination factor family protein","LOC_Os08g40430","mTERF domain containing protein, expressed",NA
"LEN","GO:0006355","regulation of transcription, DNA-templated","biological_process","6N@54.19","Pavir.6NG313500","AT1G76420","ANAC031,CUC3,NAC368","NAC (No Apical Meristem) domain transcriptional regulator superfamily protein","LOC_Os08g40030","CUP-SHAPED COTYLEDON3, putative, expressed",NA
"LEN","GO:0006355","regulation of transcription, DNA-templated","biological_process","6N@54.19","Pavir.6NG313700","AT1G76420","ANAC031,CUC3,NAC368","NAC (No Apical Meristem) domain transcriptional regulator superfamily protein","LOC_Os08g40030","CUP-SHAPED COTYLEDON3, putative, expressed",NA
"LEN","GO:0006355","regulation of transcription, DNA-templated","biological_process","6N@54.19","Pavir.6NG327400","AT1G24260","AGL9,SEP3","K-box region and MADS-box transcription factor family protein ","LOC_Os08g41950","OsMADS7 - MADS-box family gene with MIKCc type-box, expressed","OsMADS7|OsMADS45 "
"LEN","GO:0006355","regulation of transcription, DNA-templated","biological_process","6N@54.19","Pavir.6NG331900","AT2G33480","ANAC041,NAC041","NAC domain containing protein 41","LOC_Os08g42400","no apical meristem protein, putative, expressed",NA
