CHR,region_start,region_end,width,region_strand,Annotation,QUERYID,TXID,Gene ID,log10BayesFactor,POS,marker.ID,CHRN,Num_Sig_Conditions,gene_start,gene_end,gene_width,gene_strand,pacId,transcriptName,peptideName,Pfam,Panther Categories,KOG,ec,KO,GO,Arabidopsis thaliana homolog,A. thaliana gene name,A. thaliana gene annotation,Rice homolog,Rice gene name,Rice gene annotation,d2_start,d2_end,distance from gene
Chr02K,6755547,6775547,20001,+,spliceSite,226,15541,Pavir.2KG087400,2.102743147386926,6765547,Chr02K_6765547,3,9,6762879,6771131,8253,+,41652381,Pavir.2KG087400.1,Pavir.2KG087400.1.p,"PF02841,PF02263","PTHR10751,PTHR10751:SF38",NA,NA,NA,"GO:0005525,GO:0003924",AT2G38840.1,NA,Guanylate-binding family protein,LOC_Os07g08400.1,NA,"GTP binding protein, putative, expressed",2668,-5584,2668
Chr02K,6755547,6775547,20001,+,spliceSite,226,15542,Pavir.2KG087400,2.102743147386926,6765547,Chr02K_6765547,3,9,6762879,6771131,8253,+,41652381,Pavir.2KG087400.1,Pavir.2KG087400.1.p,"PF02841,PF02263","PTHR10751,PTHR10751:SF38",NA,NA,NA,"GO:0005525,GO:0003924",AT2G38840.1,NA,Guanylate-binding family protein,LOC_Os07g08400.1,NA,"GTP binding protein, putative, expressed",2668,-5584,2668
Chr02K,6755547,6775547,20001,+,spliceSite,226,15543,Pavir.2KG087400,2.102743147386926,6765547,Chr02K_6765547,3,9,6762879,6771131,8253,+,41652381,Pavir.2KG087400.1,Pavir.2KG087400.1.p,"PF02841,PF02263","PTHR10751,PTHR10751:SF38",NA,NA,NA,"GO:0005525,GO:0003924",AT2G38840.1,NA,Guanylate-binding family protein,LOC_Os07g08400.1,NA,"GTP binding protein, putative, expressed",2668,-5584,2668
Chr02K,6755547,6775547,20001,+,spliceSite,226,19801,Pavir.2KG087200,2.102743147386926,6765547,Chr02K_6765547,3,9,6755406,6761118,5713,-,41658403,Pavir.2KG087200.1,Pavir.2KG087200.1.p,"PF12854,PF13041","PTHR24015,PTHR24015:SF905",NA,NA,NA,NA,AT5G64320.1,NA,Pentatricopeptide repeat (PPR) superfamily protein,LOC_Os10g22370.1,NA,"retrotransposon protein, putative, unclassified, expressed",10141,4429,4429
Chr02K,6755547,6775547,20001,+,spliceSite,226,19802,Pavir.2KG087500,2.102743147386926,6765547,Chr02K_6765547,3,9,6770443,6771720,1278,-,41657934,Pavir.2KG087500.1,Pavir.2KG087500.1.p,PF09803,"PTHR35700,PTHR35700:SF1",NA,NA,NA,"GO:0033617,GO:0005739",AT4G14615.1,NA,NA,LOC_Os07g08410.1,NA,expressed protein,-4896,-6173,4896
Chr02K,6783756,6803756,20001,+,spliceSite,227,15544,Pavir.2KG088100,2.2378616140932746,6793756,Chr02K_6793756,3,9,6800749,6804517,3769,+,41658071,Pavir.2KG088100.1,Pavir.2KG088100.1.p,PF00010,"PTHR16223,PTHR16223:SF15",NA,NA,NA,GO:0046983,AT4G02590.1,UNE12,basic helix-loop-helix (bHLH) DNA-binding superfamily protein,LOC_Os03g58330.1,NA,"BHLH transcription factor, putative, expressed",-6993,-10761,6993
Chr02K,6783756,6803756,20001,+,spliceSite,227,19804,Pavir.2KG088000,2.2378616140932746,6793756,Chr02K_6793756,3,9,6791735,6796442,4708,-,41654067,Pavir.2KG088000.1,Pavir.2KG088000.1.p,PF00290,"PTHR10314,PTHR10314:SF120",KOG4175,4.1.2.8,K01695,"GO:0006568,GO:0004834",AT4G02610.1,NA,Aldolase-type TIM barrel family protein,LOC_Os07g08430.1,NA,"indole-3-glycerol phosphate lyase, chloroplast precursor, putative, expressed",2021,-2686,2021
Chr02K,6783756,6803756,20001,+,spliceSite,227,19805,Pavir.2KG088000,2.2378616140932746,6793756,Chr02K_6793756,3,9,6791735,6796442,4708,-,41654067,Pavir.2KG088000.1,Pavir.2KG088000.1.p,PF00290,"PTHR10314,PTHR10314:SF120",KOG4175,4.1.2.8,K01695,"GO:0006568,GO:0004834",AT4G02610.1,NA,Aldolase-type TIM barrel family protein,LOC_Os07g08430.1,NA,"indole-3-glycerol phosphate lyase, chloroplast precursor, putative, expressed",2021,-2686,2021
Chr02K,6783756,6803756,20001,+,spliceSite,227,19806,Pavir.2KG088016,2.2378616140932746,6793756,Chr02K_6793756,3,9,6797513,6799234,1722,-,41656921,Pavir.2KG088016.1,Pavir.2KG088016.1.p,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-3757,-5478,3757
Chr02K,8066458,8086458,20001,+,spliceSite,228,15623,Pavir.2KG109800,2.4299400845006405,8076458,Chr02K_8076458,3,9,8062164,8071057,8894,+,41654947,Pavir.2KG109800.1,Pavir.2KG109800.1.p,PF00171,"PTHR11699,PTHR11699:SF183",KOG2450,1.2.1.27,K00140,"GO:0055114,GO:0016491,GO:0008152",AT2G14170.1,ALDH6B2,aldehyde dehydrogenase  6B2,LOC_Os07g09060.1,NA,"aldehyde dehydrogenase, putative, expressed",14294,5401,5401
Chr02K,8066458,8086458,20001,+,spliceSite,228,15624,Pavir.2KG109800,2.4299400845006405,8076458,Chr02K_8076458,3,9,8062164,8071057,8894,+,41654947,Pavir.2KG109800.1,Pavir.2KG109800.1.p,PF00171,"PTHR11699,PTHR11699:SF183",KOG2450,1.2.1.27,K00140,"GO:0055114,GO:0016491,GO:0008152",AT2G14170.1,ALDH6B2,aldehyde dehydrogenase  6B2,LOC_Os07g09060.1,NA,"aldehyde dehydrogenase, putative, expressed",14294,5401,5401
Chr02K,8066458,8086458,20001,+,spliceSite,228,15625,Pavir.2KG109800,2.4299400845006405,8076458,Chr02K_8076458,3,9,8062164,8071057,8894,+,41654947,Pavir.2KG109800.1,Pavir.2KG109800.1.p,PF00171,"PTHR11699,PTHR11699:SF183",KOG2450,1.2.1.27,K00140,"GO:0055114,GO:0016491,GO:0008152",AT2G14170.1,ALDH6B2,aldehyde dehydrogenase  6B2,LOC_Os07g09060.1,NA,"aldehyde dehydrogenase, putative, expressed",14294,5401,5401
Chr02K,8066458,8086458,20001,+,spliceSite,228,15626,Pavir.2KG109832,2.4299400845006405,8076458,Chr02K_8076458,3,9,8078865,8083177,4313,+,41653059,Pavir.2KG109832.1,Pavir.2KG109832.1.p,NA,"PTHR32212,PTHR32212:SF61",NA,NA,NA,NA,AT3G49030.2,NA,"FBD, F-box and Leucine Rich Repeat domains containing protein",LOC_Os07g02760.1,NA,"OsFBD13 - F-box and FBD domain containing protein, expressed",-2407,-6719,2407
Chr02K,8066458,8086458,20001,+,spliceSite,228,15627,Pavir.2KG109832,2.4299400845006405,8076458,Chr02K_8076458,3,9,8078865,8083177,4313,+,41653059,Pavir.2KG109832.1,Pavir.2KG109832.1.p,NA,"PTHR32212,PTHR32212:SF61",NA,NA,NA,NA,AT3G49030.2,NA,"FBD, F-box and Leucine Rich Repeat domains containing protein",LOC_Os07g02760.1,NA,"OsFBD13 - F-box and FBD domain containing protein, expressed",-2407,-6719,2407
Chr02K,8066458,8086458,20001,+,spliceSite,228,15628,Pavir.2KG109832,2.4299400845006405,8076458,Chr02K_8076458,3,9,8078865,8083177,4313,+,41653059,Pavir.2KG109832.1,Pavir.2KG109832.1.p,NA,"PTHR32212,PTHR32212:SF61",NA,NA,NA,NA,AT3G49030.2,NA,"FBD, F-box and Leucine Rich Repeat domains containing protein",LOC_Os07g02760.1,NA,"OsFBD13 - F-box and FBD domain containing protein, expressed",-2407,-6719,2407
Chr02K,8066458,8086458,20001,+,spliceSite,228,15629,Pavir.2KG109832,2.4299400845006405,8076458,Chr02K_8076458,3,9,8078865,8083177,4313,+,41653059,Pavir.2KG109832.1,Pavir.2KG109832.1.p,NA,"PTHR32212,PTHR32212:SF61",NA,NA,NA,NA,AT3G49030.2,NA,"FBD, F-box and Leucine Rich Repeat domains containing protein",LOC_Os07g02760.1,NA,"OsFBD13 - F-box and FBD domain containing protein, expressed",-2407,-6719,2407
Chr02K,8066458,8086458,20001,+,spliceSite,228,19887,Pavir.2KG109816,2.4299400845006405,8076458,Chr02K_8076458,3,9,8072881,8074662,1782,-,41652068,Pavir.2KG109816.1,Pavir.2KG109816.1.p,PF02458,"PTHR31642,PTHR31642:SF41",NA,NA,NA,GO:0016747,AT5G17540.1,NA,HXXXD-type acyl-transferase family protein,LOC_Os05g04930.1,NA,"transferase family protein, putative, expressed",3577,1796,1796
Chr02K,8338876,8358876,20001,+,spliceSite,229,19892,Pavir.2KG103400,2.835708836311378,8348876,Chr02K_8348876,3,9,8337410,8339671,2262,-,41656805,Pavir.2KG103400.1,Pavir.2KG103400.1.p,PF00854,"PTHR11654,PTHR11654:SF117",KOG1237,NA,NA,"GO:0016020,GO:0006810,GO:0005215",AT3G47960.1,NA,Major facilitator superfamily protein,LOC_Os03g48180.1,NA,"peptide transporter PTR2, putative, expressed",11466,9205,9205
Chr02K,8338876,8358876,20001,+,spliceSite,229,19893,Pavir.2KG103500,2.835708836311378,8348876,Chr02K_8348876,3,9,8341386,8348209,6824,-,41653366,Pavir.2KG103500.1,Pavir.2KG103500.1.p,"PF00498,PF13325","PTHR13233,PTHR13233:SF1",NA,NA,NA,GO:0005515,AT3G54350.1,emb1967,Forkhead-associated (FHA) domain-containing protein ,LOC_Os07g09320.1,NA,"FHA domain containing protein, putative, expressed",7490,667,667
Chr02K,8338876,8358876,20001,+,spliceSite,229,19894,Pavir.2KG103500,2.835708836311378,8348876,Chr02K_8348876,3,9,8341386,8348209,6824,-,41653366,Pavir.2KG103500.1,Pavir.2KG103500.1.p,"PF00498,PF13325","PTHR13233,PTHR13233:SF1",NA,NA,NA,GO:0005515,AT3G54350.1,emb1967,Forkhead-associated (FHA) domain-containing protein ,LOC_Os07g09320.1,NA,"FHA domain containing protein, putative, expressed",7490,667,667
Chr02K,8338876,8358876,20001,+,spliceSite,229,19895,Pavir.2KG103500,2.835708836311378,8348876,Chr02K_8348876,3,9,8341386,8348209,6824,-,41653366,Pavir.2KG103500.1,Pavir.2KG103500.1.p,"PF00498,PF13325","PTHR13233,PTHR13233:SF1",NA,NA,NA,GO:0005515,AT3G54350.1,emb1967,Forkhead-associated (FHA) domain-containing protein ,LOC_Os07g09320.1,NA,"FHA domain containing protein, putative, expressed",7490,667,667
Chr02K,8338876,8358876,20001,+,spliceSite,229,19896,Pavir.2KG103500,2.835708836311378,8348876,Chr02K_8348876,3,9,8341386,8348209,6824,-,41653366,Pavir.2KG103500.1,Pavir.2KG103500.1.p,"PF00498,PF13325","PTHR13233,PTHR13233:SF1",NA,NA,NA,GO:0005515,AT3G54350.1,emb1967,Forkhead-associated (FHA) domain-containing protein ,LOC_Os07g09320.1,NA,"FHA domain containing protein, putative, expressed",7490,667,667
Chr02K,8338876,8358876,20001,+,spliceSite,229,19897,Pavir.2KG103500,2.835708836311378,8348876,Chr02K_8348876,3,9,8341386,8348209,6824,-,41653366,Pavir.2KG103500.1,Pavir.2KG103500.1.p,"PF00498,PF13325","PTHR13233,PTHR13233:SF1",NA,NA,NA,GO:0005515,AT3G54350.1,emb1967,Forkhead-associated (FHA) domain-containing protein ,LOC_Os07g09320.1,NA,"FHA domain containing protein, putative, expressed",7490,667,667
Chr02K,8520531,8540531,20001,+,spliceSite,230,15664,Pavir.2KG100332,2.0346428466709368,8530531,Chr02K_8530531,3,9,8532954,8536938,3985,+,41654290,Pavir.2KG100332.1,Pavir.2KG100332.1.p,PF04601,"PTHR31205,PTHR31205:SF8",NA,NA,NA,NA,AT1G59710.1,NA,Protein of unknown function (DUF569),LOC_Os07g09384.1,NA,expressed protein,-2423,-6407,2423
Chr02K,8520531,8540531,20001,+,spliceSite,230,19907,Pavir.2KG100300,2.0346428466709368,8530531,Chr02K_8530531,3,9,8520172,8524576,4405,-,41654769,Pavir.2KG100300.1,Pavir.2KG100300.1.p,"PF05922,PF00082","PTHR10795,PTHR10795:SF372",NA,3.4.21.25,NA,"GO:0006508,GO:0004252",AT5G58840.1,NA,Subtilase family protein,LOC_Os01g52750.1,NA,"OsSub3 - Putative Subtilisin homologue, expressed",10359,5955,5955
Chr02K,8520531,8540531,20001,+,spliceSite,230,19908,Pavir.2KG100316,2.0346428466709368,8530531,Chr02K_8530531,3,9,8527847,8528890,1044,-,41651814,Pavir.2KG100316.1,Pavir.2KG100316.1.p,PF03478,"PTHR33165,PTHR33165:SF11",NA,NA,NA,NA,NA,NA,NA,LOC_Os01g72720.1,NA,expressed protein,2684,1641,1641
Chr02K,8975343,8995343,20001,+,spliceSite,231,15708,Pavir.2KG105200,2.112399608022499,8985343,Chr02K_8985343,3,8,8976112,8978730,2619,+,41654348,Pavir.2KG105200.1,Pavir.2KG105200.1.p,PF00646,"PTHR32133,PTHR32133:SF134",NA,NA,NA,GO:0005515,AT3G18330.1,NA,F-box family protein,LOC_Os07g02890.1,NA,"OsFBX209 - F-box domain containing protein, expressed",9231,6613,6613
Chr02K,8975343,8995343,20001,+,spliceSite,231,15709,Pavir.2KG203100,2.112399608022499,8985343,Chr02K_8985343,3,8,8984140,8985189,1050,+,41651479,Pavir.2KG203100.2,Pavir.2KG203100.2.p,NA,"PTHR32133,PTHR32133:SF134",NA,NA,NA,NA,NA,NA,NA,LOC_Os07g02890.1,NA,"OsFBX209 - F-box domain containing protein, expressed",1203,154,154
Chr02K,10423503,10443503,20001,+,spliceSite,232,15797,Pavir.2KG122900,2.3730806110992297,10433503,Chr02K_10433503,3,9,10437353,10438597,1245,+,41655307,Pavir.2KG122900.2,Pavir.2KG122900.2.p,PF14303,"PTHR11260,PTHR11260:SF120",NA,2.5.1.18,NA,NA,AT5G41240.1,"ATGSTT2,GST10B,GSTT2",glutathione S-transferase THETA 2,LOC_Os06g02710.1,NA,expressed protein,-3850,-5094,3850
Chr02K,10452411,10472411,20001,*,intergenic,233,NA,NA,5.47538274429739,10462411,Chr02K_10462411,3,8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Chr02K,11274476,11294476,20001,+,spliceSite,234,15850,Pavir.2KG130500,2.6853004803789386,11284476,Chr02K_11284476,3,9,11276064,11283833,7770,+,41651340,Pavir.2KG130500.1,Pavir.2KG130500.1.p,PF01566,"PTHR11706,PTHR11706:SF38",NA,NA,NA,"GO:0016020,GO:0006810,GO:0005215",AT1G80830.1,"ATNRAMP1,NRAMP1,PMIT1",natural resistance-associated macrophage protein 1,LOC_Os07g15370.2,NA,"metal transporter Nramp6, putative, expressed",8412,643,643
Chr02K,11274476,11294476,20001,+,spliceSite,234,15851,Pavir.2KG130500,2.6853004803789386,11284476,Chr02K_11284476,3,9,11276064,11283833,7770,+,41651340,Pavir.2KG130500.1,Pavir.2KG130500.1.p,PF01566,"PTHR11706,PTHR11706:SF38",NA,NA,NA,"GO:0016020,GO:0006810,GO:0005215",AT1G80830.1,"ATNRAMP1,NRAMP1,PMIT1",natural resistance-associated macrophage protein 1,LOC_Os07g15370.2,NA,"metal transporter Nramp6, putative, expressed",8412,643,643
Chr02K,11274476,11294476,20001,+,spliceSite,234,15852,Pavir.2KG130500,2.6853004803789386,11284476,Chr02K_11284476,3,9,11276064,11283833,7770,+,41651340,Pavir.2KG130500.1,Pavir.2KG130500.1.p,PF01566,"PTHR11706,PTHR11706:SF38",NA,NA,NA,"GO:0016020,GO:0006810,GO:0005215",AT1G80830.1,"ATNRAMP1,NRAMP1,PMIT1",natural resistance-associated macrophage protein 1,LOC_Os07g15370.2,NA,"metal transporter Nramp6, putative, expressed",8412,643,643
Chr02K,11274476,11294476,20001,+,spliceSite,234,15853,Pavir.2KG130500,2.6853004803789386,11284476,Chr02K_11284476,3,9,11276064,11283833,7770,+,41651340,Pavir.2KG130500.1,Pavir.2KG130500.1.p,PF01566,"PTHR11706,PTHR11706:SF38",NA,NA,NA,"GO:0016020,GO:0006810,GO:0005215",AT1G80830.1,"ATNRAMP1,NRAMP1,PMIT1",natural resistance-associated macrophage protein 1,LOC_Os07g15370.2,NA,"metal transporter Nramp6, putative, expressed",8412,643,643
Chr02K,11274476,11294476,20001,+,spliceSite,234,15854,Pavir.2KG130500,2.6853004803789386,11284476,Chr02K_11284476,3,9,11276064,11283833,7770,+,41651340,Pavir.2KG130500.1,Pavir.2KG130500.1.p,PF01566,"PTHR11706,PTHR11706:SF38",NA,NA,NA,"GO:0016020,GO:0006810,GO:0005215",AT1G80830.1,"ATNRAMP1,NRAMP1,PMIT1",natural resistance-associated macrophage protein 1,LOC_Os07g15370.2,NA,"metal transporter Nramp6, putative, expressed",8412,643,643
Chr02K,11274476,11294476,20001,+,spliceSite,234,15855,Pavir.2KG130500,2.6853004803789386,11284476,Chr02K_11284476,3,9,11276064,11283833,7770,+,41651340,Pavir.2KG130500.1,Pavir.2KG130500.1.p,PF01566,"PTHR11706,PTHR11706:SF38",NA,NA,NA,"GO:0016020,GO:0006810,GO:0005215",AT1G80830.1,"ATNRAMP1,NRAMP1,PMIT1",natural resistance-associated macrophage protein 1,LOC_Os07g15370.2,NA,"metal transporter Nramp6, putative, expressed",8412,643,643
Chr02K,11274476,11294476,20001,+,spliceSite,234,15856,Pavir.2KG130500,2.6853004803789386,11284476,Chr02K_11284476,3,9,11276064,11283833,7770,+,41651340,Pavir.2KG130500.1,Pavir.2KG130500.1.p,PF01566,"PTHR11706,PTHR11706:SF38",NA,NA,NA,"GO:0016020,GO:0006810,GO:0005215",AT1G80830.1,"ATNRAMP1,NRAMP1,PMIT1",natural resistance-associated macrophage protein 1,LOC_Os07g15370.2,NA,"metal transporter Nramp6, putative, expressed",8412,643,643
Chr02K,11274476,11294476,20001,+,spliceSite,234,20061,Pavir.2KG130700,2.6853004803789386,11284476,Chr02K_11284476,3,9,11290392,11295711,5320,-,41658743,Pavir.2KG130700.1,Pavir.2KG130700.1.p,PF01712,"PTHR10513,PTHR10513:SF24",KOG4235,2.7.1.74,K00893,NA,AT1G72040.1,NA,P-loop containing nucleoside triphosphate hydrolases superfamily protein,LOC_Os05g35520.1,NA,"deoxynucleoside kinase family, putative, expressed",-5916,-11235,5916
Chr02K,11551360,11571360,20001,*,intergenic,235,NA,NA,2.2452183438065934,11561360,Chr02K_11561360,3,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Chr02K,11663153,11683153,20001,+,spliceSite,236,20099,Pavir.2KG137816,2.5315294578969065,11673153,Chr02K_11673153,3,5,11670258,11673333,3076,-,41651554,Pavir.2KG137816.1,Pavir.2KG137816.1.p,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2895,-180,180
Chr02K,11663153,11683153,20001,+,spliceSite,236,20100,Pavir.2KG139700,2.5315294578969065,11673153,Chr02K_11673153,3,5,11674084,11674724,641,-,41651525,Pavir.2KG139700.1,Pavir.2KG139700.1.p,NA,NA,NA,NA,NA,NA,AT5G28050.2,NA,Cytidine/deoxycytidylate deaminase family protein,LOC_Os03g61810.1,NA,"tRNA-specific adenosine deaminase, putative, expressed",-931,-1571,931
Chr02K,11663153,11683153,20001,+,spliceSite,236,20101,Pavir.2KG139800,2.5315294578969065,11673153,Chr02K_11673153,3,5,11674809,11675644,836,-,41653749,Pavir.2KG139800.1,Pavir.2KG139800.1.p,NA,"PTHR11079,PTHR11079:SF90",NA,3.5.4.3,NA,NA,AT5G28050.2,NA,Cytidine/deoxycytidylate deaminase family protein,LOC_Os03g61810.1,NA,"tRNA-specific adenosine deaminase, putative, expressed",-1656,-2491,1656
Chr02K,11663153,11683153,20001,+,spliceSite,236,20102,Pavir.2KG138000,2.5315294578969065,11673153,Chr02K_11673153,3,5,11675687,11678722,3036,-,41655937,Pavir.2KG138000.1,Pavir.2KG138000.1.p,PF00383,"PTHR11079,PTHR11079:SF90",KOG1018,3.5.4.3,NA,GO:0008270,AT5G28050.1,NA,Cytidine/deoxycytidylate deaminase family protein,LOC_Os03g61810.1,NA,"tRNA-specific adenosine deaminase, putative, expressed",-2534,-5569,2534
Chr02K,11666702,11686702,20001,+,spliceSite,237,20099,Pavir.2KG137816,2.152790015470892,11676702,Chr02K_11676702,3,4,11670258,11673333,3076,-,41651554,Pavir.2KG137816.1,Pavir.2KG137816.1.p,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6444,3369,3369
Chr02K,11666702,11686702,20001,+,spliceSite,237,20100,Pavir.2KG139700,2.152790015470892,11676702,Chr02K_11676702,3,4,11674084,11674724,641,-,41651525,Pavir.2KG139700.1,Pavir.2KG139700.1.p,NA,NA,NA,NA,NA,NA,AT5G28050.2,NA,Cytidine/deoxycytidylate deaminase family protein,LOC_Os03g61810.1,NA,"tRNA-specific adenosine deaminase, putative, expressed",2618,1978,1978
Chr02K,11666702,11686702,20001,+,spliceSite,237,20101,Pavir.2KG139800,2.152790015470892,11676702,Chr02K_11676702,3,4,11674809,11675644,836,-,41653749,Pavir.2KG139800.1,Pavir.2KG139800.1.p,NA,"PTHR11079,PTHR11079:SF90",NA,3.5.4.3,NA,NA,AT5G28050.2,NA,Cytidine/deoxycytidylate deaminase family protein,LOC_Os03g61810.1,NA,"tRNA-specific adenosine deaminase, putative, expressed",1893,1058,1058
Chr02K,11666702,11686702,20001,+,spliceSite,237,20102,Pavir.2KG138000,2.152790015470892,11676702,Chr02K_11676702,3,4,11675687,11678722,3036,-,41655937,Pavir.2KG138000.1,Pavir.2KG138000.1.p,PF00383,"PTHR11079,PTHR11079:SF90",KOG1018,3.5.4.3,NA,GO:0008270,AT5G28050.1,NA,Cytidine/deoxycytidylate deaminase family protein,LOC_Os03g61810.1,NA,"tRNA-specific adenosine deaminase, putative, expressed",1015,-2020,1015
Chr02K,11904975,11924975,20001,+,spliceSite,238,15908,Pavir.2KG144500,2.179429673816449,11914975,Chr02K_11914975,3,9,11920330,11921984,1655,+,41653574,Pavir.2KG144500.1,Pavir.2KG144500.1.p,PF00646,"PTHR32212,PTHR32212:SF75",NA,NA,NA,GO:0005515,AT3G42770.1,NA,F-box/RNI-like/FBD-like domains-containing protein,LOC_Os04g35990.1,NA,"OsFBX136 - F-box domain containing protein, expressed",-5355,-7009,5355
Chr02K,11904975,11924975,20001,+,spliceSite,238,20128,Pavir.2KG144300,2.179429673816449,11914975,Chr02K_11914975,3,9,11907776,11912690,4915,-,41654777,Pavir.2KG144300.4,Pavir.2KG144300.4.p,PF00847,"PTHR32467,PTHR32467:SF30",NA,NA,K09284,"GO:0006355,GO:0003700,GO:0007275",AT2G28550.3,"RAP2.7,TOE1",related to AP2.7,LOC_Os07g13170.2,NA,"AP2 domain containing protein, expressed",7199,2285,2285
Chr02K,11904975,11924975,20001,+,spliceSite,238,20129,Pavir.2KG144300,2.179429673816449,11914975,Chr02K_11914975,3,9,11907776,11912690,4915,-,41654777,Pavir.2KG144300.4,Pavir.2KG144300.4.p,PF00847,"PTHR32467,PTHR32467:SF30",NA,NA,K09284,"GO:0006355,GO:0003700,GO:0007275",AT2G28550.3,"RAP2.7,TOE1",related to AP2.7,LOC_Os07g13170.2,NA,"AP2 domain containing protein, expressed",7199,2285,2285
Chr02K,11904975,11924975,20001,+,spliceSite,238,20130,Pavir.2KG144300,2.179429673816449,11914975,Chr02K_11914975,3,9,11907776,11912690,4915,-,41654777,Pavir.2KG144300.4,Pavir.2KG144300.4.p,PF00847,"PTHR32467,PTHR32467:SF30",NA,NA,K09284,"GO:0006355,GO:0003700,GO:0007275",AT2G28550.3,"RAP2.7,TOE1",related to AP2.7,LOC_Os07g13170.2,NA,"AP2 domain containing protein, expressed",7199,2285,2285
Chr02K,11904975,11924975,20001,+,spliceSite,238,20131,Pavir.2KG144300,2.179429673816449,11914975,Chr02K_11914975,3,9,11907776,11912690,4915,-,41654777,Pavir.2KG144300.4,Pavir.2KG144300.4.p,PF00847,"PTHR32467,PTHR32467:SF30",NA,NA,K09284,"GO:0006355,GO:0003700,GO:0007275",AT2G28550.3,"RAP2.7,TOE1",related to AP2.7,LOC_Os07g13170.2,NA,"AP2 domain containing protein, expressed",7199,2285,2285
Chr02K,12729937,12749937,20001,+,spliceSite,239,20158,Pavir.2KG163500,2.2242780296493496,12739937,Chr02K_12739937,3,4,12737747,12738970,1224,-,41652635,Pavir.2KG163500.2,Pavir.2KG163500.2.p,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2190,967,967
Chr02K,12729937,12749937,20001,+,spliceSite,239,20159,Pavir.2KG163600,2.2242780296493496,12739937,Chr02K_12739937,3,4,12744254,12749993,5740,-,41652843,Pavir.2KG163600.1,Pavir.2KG163600.1.p,"PF05033,PF00856,PF02182","PTHR22884,PTHR22884:SF360",KOG1082,2.1.1.43,K11420,"GO:0034968,GO:0018024,GO:0008270,GO:0005634,GO:0005515,GO:0042393",AT5G04940.1,SUVH1,SU(VAR)3-9 homolog 1,LOC_Os11g38900.1,NA,"histone-lysine N-methyltransferase, H3 lysine-9 specific SUVH1, putative, expressed",-4317,-10056,4317
Chr02K,13318291,13338291,20001,+,spliceSite,240,15998,Pavir.2KG169200,2.9782250964561894,13328291,Chr02K_13328291,3,8,13315847,13319846,4000,+,41655694,Pavir.2KG169200.1,Pavir.2KG169200.1.p,PF00293,"PTHR12629,PTHR12629:SF8",KOG2839,NA,K07766,GO:0016787,AT3G12600.1,"atnudt16,NUDT16",nudix hydrolase homolog 16,LOC_Os03g59580.1,NA,"hydrolase, NUDIX family, domain containing protein, expressed",12444,8445,8445
Chr02K,13318291,13338291,20001,+,spliceSite,240,15999,Pavir.2KG169500,2.9782250964561894,13328291,Chr02K_13328291,3,8,13329851,13330954,1104,+,41655064,Pavir.2KG169500.1,Pavir.2KG169500.1.p,NA,"PTHR33680,PTHR33680:SF1",NA,NA,NA,NA,NA,NA,NA,LOC_Os02g17560.1,NA,hypothetical protein,-1560,-2663,1560
Chr02K,13318291,13338291,20001,+,spliceSite,240,16000,Pavir.2KG169600,2.9782250964561894,13328291,Chr02K_13328291,3,8,13337013,13341490,4478,+,41652674,Pavir.2KG169600.1,Pavir.2KG169600.1.p,"PF04783,PF04782","PTHR21450,PTHR21450:SF18",NA,NA,NA,NA,AT1G52320.2,NA,NA,LOC_Os07g11070.1,NA,"DUF630/DUF632 domains containing protein, putative, expressed",-8722,-13199,8722
Chr02K,13318291,13338291,20001,+,spliceSite,240,20185,Pavir.2KG169300,2.9782250964561894,13328291,Chr02K_13328291,3,8,13320699,13323359,2661,-,41657309,Pavir.2KG169300.1,Pavir.2KG169300.1.p,PF01370,"PTHR10366,PTHR10366:SF278",NA,NA,NA,"GO:0050662,GO:0003824",AT3G63140.1,CSP41A,chloroplast stem-loop binding protein of  41 kDa,LOC_Os07g11110.1,NA,"NAD dependent epimerase/dehydratase family protein, putative, expressed",7592,4932,4932
Chr02K,13318291,13338291,20001,+,spliceSite,240,20186,Pavir.2KG169400,2.9782250964561894,13328291,Chr02K_13328291,3,8,13323710,13326190,2481,-,41654987,Pavir.2KG169400.1,Pavir.2KG169400.1.p,NA,"PTHR11260,PTHR11260:SF223",NA,2.5.1.18,NA,NA,AT3G47680.1,NA,DNA binding,LOC_Os06g45010.1,NA,expressed protein,4581,2101,2101
Chr02K,13514176,13534176,20001,+,spliceSite,241,16004,Pavir.2KG166516,2.6637548869402368,13524176,Chr02K_13524176,3,4,13516290,13516577,288,+,41658557,Pavir.2KG166516.1,Pavir.2KG166516.1.p,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7886,7599,7599
