CHR,region_start,region_end,width,region_strand,Annotation,QUERYID,TXID,Gene ID,sum_log10BF,log10BF_PA,POS,marker.ID,CHRN,NumSigCond_PA,log10BF_PGS,NumSigCond_PGS,log10BF_KA,NumSigCond_KA,log10BF_KGS,NumSigCond_KGS,gene_start,gene_end,gene_width,gene_strand,pacId,transcriptName,peptideName,Pfam,Panther Categories,KOG,ec,KO,GO,Arabidopsis thaliana homolog,A. thaliana gene name,A. thaliana gene annotation,Rice homolog,Rice gene name,Rice gene annotation,d2_start,d2_end,distance from gene
Chr06K,9720187,9740187,20001,-,spliceSite,487,77601,Pavir.6KG086700,12.75523793,3.305882923,9730187,Chr06K_9730187,11,3,1.782504392,5,3.703447415,8,3.963403198,5,9730602,9734217,3616,+,41667462,Pavir.6KG086700.1,Pavir.6KG086700.1.p,NA,"PTHR31071,PTHR31071:SF12",NA,NA,NA,NA,AT3G20350.1,NA,NA,LOC_Os08g09170.1,NA,expressed protein,-415,-4030,415
Chr06K,9720187,9740187,20001,-,spliceSite,487,77602,Pavir.6KG086700,12.75523793,3.305882923,9730187,Chr06K_9730187,11,3,1.782504392,5,3.703447415,8,3.963403198,5,9730602,9734217,3616,+,41667462,Pavir.6KG086700.1,Pavir.6KG086700.1.p,NA,"PTHR31071,PTHR31071:SF12",NA,NA,NA,NA,AT3G20350.1,NA,NA,LOC_Os08g09170.1,NA,expressed protein,-415,-4030,415
Chr06K,9720187,9740187,20001,-,spliceSite,487,80187,Pavir.6KG086800,12.75523793,3.305882923,9730187,Chr06K_9730187,11,3,1.782504392,5,3.703447415,8,3.963403198,5,9734214,9736254,2041,-,41668205,Pavir.6KG086800.2,Pavir.6KG086800.2.p,PF10235,PTHR11805,KOG3476,NA,NA,NA,AT1G61780.1,NA,postsynaptic protein-related,LOC_Os08g09180.1,NA,"postsynaptic protein CRIPT, putative, expressed",-4027,-6067,4027
Chr02N,7190378,7210378,20001,+,spliceSite,176,24050,Pavir.2NG077246,12.72378647,1.987529621,7200378,Chr02N_7200378,4,5,3.671312255,5,1.375412697,5,5.689531893,5,7194301,7195699,1399,+,41562351,Pavir.2NG077246.1,Pavir.2NG077246.1.p,NA,"PTHR32133,PTHR32133:SF142",NA,NA,NA,NA,AT1G30920.1,NA,F-box family protein,LOC_Os07g35070.1,NA,"OsFBX239 - F-box domain containing protein, expressed",6077,4679,4679
Chr02N,7190378,7210378,20001,+,spliceSite,176,24051,Pavir.2NG070700,12.72378647,1.987529621,7200378,Chr02N_7200378,4,5,3.671312255,5,1.375412697,5,5.689531893,5,7206655,7207399,745,+,41564180,Pavir.2NG070700.1,Pavir.2NG070700.1.p,NA,NA,NA,NA,NA,NA,NA,NA,NA,LOC_Os05g07930.1,NA,"retrotransposon protein, putative, unclassified, expressed",-6277,-7021,6277
Chr02N,7190378,7210378,20001,-,spliceSite,176,28148,Pavir.2NG070600,12.72378647,1.987529621,7200378,Chr02N_7200378,4,5,3.671312255,5,1.375412697,5,5.689531893,5,7200216,7205019,4804,-,41569267,Pavir.2NG070600.3,Pavir.2NG070600.3.p,NA,"PTHR33977,PTHR33977:SF1",NA,NA,NA,NA,AT4G13970.1,NA,zinc ion binding,LOC_Os07g12520.1,NA,"zinc ion binding protein, putative, expressed",162,-4641,162
Chr02N,7190378,7210378,20001,-,spliceSite,176,28149,Pavir.2NG070600,12.72378647,1.987529621,7200378,Chr02N_7200378,4,5,3.671312255,5,1.375412697,5,5.689531893,5,7200216,7205019,4804,-,41569267,Pavir.2NG070600.3,Pavir.2NG070600.3.p,NA,"PTHR33977,PTHR33977:SF1",NA,NA,NA,NA,AT4G13970.1,NA,zinc ion binding,LOC_Os07g12520.1,NA,"zinc ion binding protein, putative, expressed",162,-4641,162
Chr02N,7190378,7210378,20001,-,spliceSite,176,28150,Pavir.2NG070600,12.72378647,1.987529621,7200378,Chr02N_7200378,4,5,3.671312255,5,1.375412697,5,5.689531893,5,7200216,7205019,4804,-,41569267,Pavir.2NG070600.3,Pavir.2NG070600.3.p,NA,"PTHR33977,PTHR33977:SF1",NA,NA,NA,NA,AT4G13970.1,NA,zinc ion binding,LOC_Os07g12520.1,NA,"zinc ion binding protein, putative, expressed",162,-4641,162
Chr01N,45452208,45472208,20001,+,spliceSite,68,9412,Pavir.1NG290900,12.67994512,1.883850438,45462208,Chr01N_45462208,2,5,4.398087145,5,2.644376123,5,3.753631416,5,45465440,45469893,4454,+,41584170,Pavir.1NG290900.1,Pavir.1NG290900.1.p,PF01926,"PTHR10903,PTHR10903:SF66",NA,NA,NA,GO:0005525,AT1G33970.5,NA,P-loop containing nucleoside triphosphate hydrolases superfamily protein,LOC_Os02g35130.1,NA,"AIG1, putative, expressed",-3232,-7685,3232
Chr01N,45452208,45472208,20001,+,spliceSite,68,9413,Pavir.1NG290900,12.67994512,1.883850438,45462208,Chr01N_45462208,2,5,4.398087145,5,2.644376123,5,3.753631416,5,45465440,45469893,4454,+,41584170,Pavir.1NG290900.1,Pavir.1NG290900.1.p,PF01926,"PTHR10903,PTHR10903:SF66",NA,NA,NA,GO:0005525,AT1G33970.5,NA,P-loop containing nucleoside triphosphate hydrolases superfamily protein,LOC_Os02g35130.1,NA,"AIG1, putative, expressed",-3232,-7685,3232
Chr01N,45452208,45472208,20001,+,spliceSite,68,9414,Pavir.1NG290900,12.67994512,1.883850438,45462208,Chr01N_45462208,2,5,4.398087145,5,2.644376123,5,3.753631416,5,45465440,45469893,4454,+,41584170,Pavir.1NG290900.1,Pavir.1NG290900.1.p,PF01926,"PTHR10903,PTHR10903:SF66",NA,NA,NA,GO:0005525,AT1G33970.5,NA,P-loop containing nucleoside triphosphate hydrolases superfamily protein,LOC_Os02g35130.1,NA,"AIG1, putative, expressed",-3232,-7685,3232
Chr01N,45452208,45472208,20001,+,spliceSite,68,9415,Pavir.1NG290919,12.67994512,1.883850438,45462208,Chr01N_45462208,2,5,4.398087145,5,2.644376123,5,3.753631416,5,45470113,45470501,389,+,41587388,Pavir.1NG290919.1,Pavir.1NG290919.1.p,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-7905,-8293,7905
Chr09N,31706205,31726205,20001,+,spliceSite,750,120642,Pavir.9NG336500,12.56314296,3.690819618,31716205,Chr09N_31716205,18,6,1.983000349,8,4.374459884,9,2.514863108,6,31708317,31709244,928,+,41552789,Pavir.9NG336500.1,Pavir.9NG336500.1.p,NA,NA,NA,NA,NA,NA,NA,NA,NA,LOC_Os07g22024.1,NA,"zinc finger family protein, putative, expressed",7888,6961,6961
Chr09N,31706205,31726205,20001,+,spliceSite,750,126166,Pavir.9NG336600,12.56314296,3.690819618,31716205,Chr09N_31716205,18,6,1.983000349,8,4.374459884,9,2.514863108,6,31711702,31712669,968,-,41560999,Pavir.9NG336600.1,Pavir.9NG336600.1.p,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4503,3536,3536
Chr09N,26799374,26819374,20001,+,spliceSite,747,120477,Pavir.9NG326300,12.55074587,2.135362641,26809374,Chr09N_26809374,18,3,3.624750558,3,1.923379647,3,4.867253023,3,26810342,26819995,9654,+,41552905,Pavir.9NG326300.2,Pavir.9NG326300.2.p,"PF02390,PF00162","PTHR11406,PTHR11406:SF13",KOG1367,NA,K00927,"GO:0008176,GO:0006400,GO:0006096,GO:0004618",AT3G12780.1,PGK1,phosphoglycerate kinase 1,LOC_Os10g30550.1,NA,"tRNA methyltransferase, putative, expressed",-968,-10621,968
Chr09N,26799374,26819374,20001,+,spliceSite,747,120478,Pavir.9NG326300,12.55074587,2.135362641,26809374,Chr09N_26809374,18,3,3.624750558,3,1.923379647,3,4.867253023,3,26810342,26819995,9654,+,41552905,Pavir.9NG326300.2,Pavir.9NG326300.2.p,"PF02390,PF00162","PTHR11406,PTHR11406:SF13",KOG1367,NA,K00927,"GO:0008176,GO:0006400,GO:0006096,GO:0004618",AT3G12780.1,PGK1,phosphoglycerate kinase 1,LOC_Os10g30550.1,NA,"tRNA methyltransferase, putative, expressed",-968,-10621,968
Chr09N,26799374,26819374,20001,+,spliceSite,747,120479,Pavir.9NG326300,12.55074587,2.135362641,26809374,Chr09N_26809374,18,3,3.624750558,3,1.923379647,3,4.867253023,3,26810342,26819995,9654,+,41552905,Pavir.9NG326300.2,Pavir.9NG326300.2.p,"PF02390,PF00162","PTHR11406,PTHR11406:SF13",KOG1367,NA,K00927,"GO:0008176,GO:0006400,GO:0006096,GO:0004618",AT3G12780.1,PGK1,phosphoglycerate kinase 1,LOC_Os10g30550.1,NA,"tRNA methyltransferase, putative, expressed",-968,-10621,968
Chr09N,26799374,26819374,20001,+,spliceSite,747,125973,Pavir.9NG326373,12.55074587,2.135362641,26809374,Chr09N_26809374,18,3,3.624750558,3,1.923379647,3,4.867253023,3,26819326,26820028,703,-,41559799,Pavir.9NG326373.1,Pavir.9NG326373.1.p,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-9952,-10654,9952
Chr06N,52964490,52984490,20001,-,spliceSite,529,86779,Pavir.6NG364600,12.46431122,3.173903485,52974490,Chr06N_52974490,12,5,3.507660076,6,2.419846163,5,3.362901492,6,52981320,52981968,649,-,41576396,Pavir.6NG364600.1,Pavir.6NG364600.1.p,PF00847,"PTHR31190,PTHR31190:SF33",NA,NA,NA,"GO:0006355,GO:0003700",AT3G23230.1,NA,Integrase-type DNA-binding superfamily protein,LOC_Os08g44960.1,NA,"AP2 domain containing protein, expressed",-6830,-7478,6830
Chr01K,31694419,31714419,20001,+,spliceSite,19,5546,Pavir.1KG241815,12.45227036,2.834228303,31704419,Chr01K_31704419,1,9,2.194104103,9,3.904089982,9,3.519847971,9,31704147,31705681,1535,-,41622799,Pavir.1KG241815.1,Pavir.1KG241815.1.p,NA,NA,NA,NA,NA,NA,AT3G09850.1,NA,D111/G-patch domain-containing protein,LOC_Os08g19170.1,NA,"G-patch domain containing protein, expressed",272,-1262,272
Chr09K,50598865,50618865,20001,+,spliceSite,700,110746,Pavir.9KG382200,12.43423119,3.067270061,50608865,Chr09K_50608865,17,9,2.84025777,9,2.893774,9,3.632929361,9,50615574,50617322,1749,+,41604625,Pavir.9KG382200.1,Pavir.9KG382200.1.p,PF13912,"PTHR26374,PTHR26374:SF190",NA,NA,NA,NA,AT2G45120.1,NA,C2H2-like zinc finger protein,LOC_Os03g31240.1,NA,"ZOS3-10 - C2H2 zinc finger protein, expressed",-6709,-8457,6709
Chr09K,50598865,50618865,20001,+,spliceSite,700,116361,Pavir.9KG381900,12.43423119,3.067270061,50608865,Chr09K_50608865,17,9,2.84025777,9,2.893774,9,3.632929361,9,50593642,50600450,6809,-,41598407,Pavir.9KG381900.1,Pavir.9KG381900.1.p,"PF07728,PF00004,PF10431,PF02861","PTHR11638,PTHR11638:SF121",NA,NA,K03695,"GO:0016887,GO:0005524,GO:0019538",AT5G15450.1,"APG6,CLPB-P,CLPB3",casein lytic proteinase B3,LOC_Os03g31300.1,NA,"chaperone protein clpB 1, putative, expressed",15223,8415,8415
Chr09K,50598865,50618865,20001,+,spliceSite,700,116362,Pavir.9KG382000,12.43423119,3.067270061,50608865,Chr09K_50608865,17,9,2.84025777,9,2.893774,9,3.632929361,9,50600973,50605433,4461,-,41598749,Pavir.9KG382000.1,Pavir.9KG382000.1.p,PF13881,"PTHR13169,PTHR13169:SF4",NA,NA,NA,NA,AT5G15460.1,MUB2,membrane-anchored ubiquitin-fold protein 2,LOC_Os03g31290.2,NA,"membrane-anchored ubiquitin-fold protein, putative, expressed",7892,3432,3432
Chr08K,26598226,26618226,20001,-,spliceSite,605,99669,Pavir.8KG253801,12.23064589,1.847394638,26608226,Chr08K_26608226,15,5,1.609981678,6,4.760912169,6,4.0123574,6,26597236,26600658,3423,+,41643160,Pavir.8KG253801.1,Pavir.8KG253801.1.p,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10990,7568,7568
Chr02K,56886075,56906075,20001,+,spliceSite,153,22304,Pavir.2KG443900,12.2145303,3.589669692,56896075,Chr02K_56896075,3,5,4.872269609,4,1.516048783,5,2.236542214,4,56888262,56890035,1774,-,41654606,Pavir.2KG443900.1,Pavir.2KG443900.1.p,PF00141,"PTHR31235,PTHR31235:SF8",NA,1.11.1.7,K00430,"GO:0055114,GO:0020037,GO:0006979,GO:0004601",AT1G30870.1,NA,Peroxidase superfamily protein,LOC_Os07g31610.1,NA,"peroxidase precursor, putative, expressed",7813,6040,6040
Chr02K,56886075,56906075,20001,+,spliceSite,153,22305,Pavir.2KG444000,12.2145303,3.589669692,56896075,Chr02K_56896075,3,5,4.872269609,4,1.516048783,5,2.236542214,4,56890434,56894664,4231,-,41654468,Pavir.2KG444000.1,Pavir.2KG444000.1.p,"PF14416,PF13839","PTHR32285,PTHR32285:SF12",NA,NA,NA,NA,AT2G14530.1,TBL13,TRICHOME BIREFRINGENCE-LIKE 13,LOC_Os07g31550.1,NA,"powdery mildew resistant protein 5, putative, expressed",5641,1411,1411
Chr05N,2324760,2344760,20001,+,spliceSite,427,68441,Pavir.5NG029900,12.20980474,2.893913728,2334760,Chr05N_2334760,10,7,3.137140871,5,3.456611578,6,2.722138563,6,2335218,2338375,3158,+,41590822,Pavir.5NG029900.1,Pavir.5NG029900.1.p,PF07714,"PTHR27007,PTHR27007:SF12",KOG1187,2.7.11.1,K04730,"GO:0006468,GO:0004672",AT5G06740.1,NA,Concanavalin A-like lectin protein kinase family protein,LOC_Os02g06160.1,NA,"cysteine-rich receptor-like protein kinase 16 precursor, putative, expressed",-458,-3615,458
Chr05N,2324760,2344760,20001,+,spliceSite,427,72859,Pavir.5NG030000,12.20980474,2.893913728,2334760,Chr05N_2334760,10,7,3.137140871,5,3.456611578,6,2.722138563,6,2343973,2344362,390,-,41591052,Pavir.5NG030000.1,Pavir.5NG030000.1.p,NA,PTHR33834,NA,NA,NA,NA,AT2G31090.1,NA,NA,LOC_Os01g11600.1,NA,expressed protein,-9213,-9602,9213
Chr07N,11254360,11274360,20001,*,intergenic,564,NA,NA,12.20199303,2.839319951,11264360,Chr07N_11264360,14,9,1.704997224,9,4.547665247,9,3.110010612,9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Chr09N,54519614,54539614,20001,+,spliceSite,756,121318,Pavir.9NG479200,12.18401541,3.190313377,54529614,Chr09N_54529614,18,9,2.910810417,9,3.236399705,9,2.846491915,9,54518772,54522724,3953,+,41560208,Pavir.9NG479200.3,Pavir.9NG479200.3.p,PF03759,"PTHR33101,PTHR33101:SF9",NA,NA,NA,GO:0005089,AT4G00460.2,"ATROPGEF3,ROPGEF3",RHO guanyl-nucleotide exchange factor 3,LOC_Os10g40270.1,NA,"ATROPGEF7/ROPGEF7, putative, expressed",10842,6890,6890
Chr09N,54519614,54539614,20001,+,spliceSite,756,121319,Pavir.9NG479200,12.18401541,3.190313377,54529614,Chr09N_54529614,18,9,2.910810417,9,3.236399705,9,2.846491915,9,54518772,54522724,3953,+,41560208,Pavir.9NG479200.3,Pavir.9NG479200.3.p,PF03759,"PTHR33101,PTHR33101:SF9",NA,NA,NA,GO:0005089,AT4G00460.2,"ATROPGEF3,ROPGEF3",RHO guanyl-nucleotide exchange factor 3,LOC_Os10g40270.1,NA,"ATROPGEF7/ROPGEF7, putative, expressed",10842,6890,6890
Chr09N,54519614,54539614,20001,+,spliceSite,756,121320,Pavir.9NG479314,12.18401541,3.190313377,54529614,Chr09N_54529614,18,9,2.910810417,9,3.236399705,9,2.846491915,9,54531532,54532104,573,+,41558073,Pavir.9NG479314.1,Pavir.9NG479314.1.p,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-1918,-2490,1918
Chr09N,54519614,54539614,20001,+,spliceSite,756,126771,Pavir.9NG479300,12.18401541,3.190313377,54529614,Chr09N_54529614,18,9,2.910810417,9,3.236399705,9,2.846491915,9,54525762,54531236,5475,-,41553802,Pavir.9NG479300.1,Pavir.9NG479300.1.p,"PF12552,PF14309","PTHR21726,PTHR21726:SF52",NA,NA,NA,NA,AT4G00440.3,NA,Protein of unknown function (DUF3741),LOC_Os10g40250.2,NA,expressed protein,3852,-1622,1622
Chr09N,54519614,54539614,20001,+,spliceSite,756,126772,Pavir.9NG479300,12.18401541,3.190313377,54529614,Chr09N_54529614,18,9,2.910810417,9,3.236399705,9,2.846491915,9,54525762,54531236,5475,-,41553802,Pavir.9NG479300.1,Pavir.9NG479300.1.p,"PF12552,PF14309","PTHR21726,PTHR21726:SF52",NA,NA,NA,NA,AT4G00440.3,NA,Protein of unknown function (DUF3741),LOC_Os10g40250.2,NA,expressed protein,3852,-1622,1622
Chr09N,54519614,54539614,20001,+,spliceSite,756,126773,Pavir.9NG479300,12.18401541,3.190313377,54529614,Chr09N_54529614,18,9,2.910810417,9,3.236399705,9,2.846491915,9,54525762,54531236,5475,-,41553802,Pavir.9NG479300.1,Pavir.9NG479300.1.p,"PF12552,PF14309","PTHR21726,PTHR21726:SF52",NA,NA,NA,NA,AT4G00440.3,NA,Protein of unknown function (DUF3741),LOC_Os10g40250.2,NA,expressed protein,3852,-1622,1622
Chr09N,54519614,54539614,20001,+,spliceSite,756,126774,Pavir.9NG479300,12.18401541,3.190313377,54529614,Chr09N_54529614,18,9,2.910810417,9,3.236399705,9,2.846491915,9,54525762,54531236,5475,-,41553802,Pavir.9NG479300.1,Pavir.9NG479300.1.p,"PF12552,PF14309","PTHR21726,PTHR21726:SF52",NA,NA,NA,NA,AT4G00440.3,NA,Protein of unknown function (DUF3741),LOC_Os10g40250.2,NA,expressed protein,3852,-1622,1622
Chr09N,54519614,54539614,20001,+,spliceSite,756,126775,Pavir.9NG479300,12.18401541,3.190313377,54529614,Chr09N_54529614,18,9,2.910810417,9,3.236399705,9,2.846491915,9,54525762,54531236,5475,-,41553802,Pavir.9NG479300.1,Pavir.9NG479300.1.p,"PF12552,PF14309","PTHR21726,PTHR21726:SF52",NA,NA,NA,NA,AT4G00440.3,NA,Protein of unknown function (DUF3741),LOC_Os10g40250.2,NA,expressed protein,3852,-1622,1622
Chr09N,54519614,54539614,20001,+,spliceSite,756,126776,Pavir.9NG479300,12.18401541,3.190313377,54529614,Chr09N_54529614,18,9,2.910810417,9,3.236399705,9,2.846491915,9,54525762,54531236,5475,-,41553802,Pavir.9NG479300.1,Pavir.9NG479300.1.p,"PF12552,PF14309","PTHR21726,PTHR21726:SF52",NA,NA,NA,NA,AT4G00440.3,NA,Protein of unknown function (DUF3741),LOC_Os10g40250.2,NA,expressed protein,3852,-1622,1622
Chr09N,54519614,54539614,20001,+,spliceSite,756,126777,Pavir.9NG479300,12.18401541,3.190313377,54529614,Chr09N_54529614,18,9,2.910810417,9,3.236399705,9,2.846491915,9,54525762,54531236,5475,-,41553802,Pavir.9NG479300.1,Pavir.9NG479300.1.p,"PF12552,PF14309","PTHR21726,PTHR21726:SF52",NA,NA,NA,NA,AT4G00440.3,NA,Protein of unknown function (DUF3741),LOC_Os10g40250.2,NA,expressed protein,3852,-1622,1622
Chr09N,54519614,54539614,20001,+,spliceSite,756,126778,Pavir.9NG479300,12.18401541,3.190313377,54529614,Chr09N_54529614,18,9,2.910810417,9,3.236399705,9,2.846491915,9,54525762,54531236,5475,-,41553802,Pavir.9NG479300.1,Pavir.9NG479300.1.p,"PF12552,PF14309","PTHR21726,PTHR21726:SF52",NA,NA,NA,NA,AT4G00440.3,NA,Protein of unknown function (DUF3741),LOC_Os10g40250.2,NA,expressed protein,3852,-1622,1622
Chr09N,54519614,54539614,20001,+,spliceSite,756,126779,Pavir.9NG479300,12.18401541,3.190313377,54529614,Chr09N_54529614,18,9,2.910810417,9,3.236399705,9,2.846491915,9,54525762,54531236,5475,-,41553802,Pavir.9NG479300.1,Pavir.9NG479300.1.p,"PF12552,PF14309","PTHR21726,PTHR21726:SF52",NA,NA,NA,NA,AT4G00440.3,NA,Protein of unknown function (DUF3741),LOC_Os10g40250.2,NA,expressed protein,3852,-1622,1622
Chr09N,54519614,54539614,20001,+,spliceSite,756,126780,Pavir.9NG479300,12.18401541,3.190313377,54529614,Chr09N_54529614,18,9,2.910810417,9,3.236399705,9,2.846491915,9,54525762,54531236,5475,-,41553802,Pavir.9NG479300.1,Pavir.9NG479300.1.p,"PF12552,PF14309","PTHR21726,PTHR21726:SF52",NA,NA,NA,NA,AT4G00440.3,NA,Protein of unknown function (DUF3741),LOC_Os10g40250.2,NA,expressed protein,3852,-1622,1622
Chr09N,54519614,54539614,20001,+,spliceSite,756,126781,Pavir.9NG479300,12.18401541,3.190313377,54529614,Chr09N_54529614,18,9,2.910810417,9,3.236399705,9,2.846491915,9,54525762,54531236,5475,-,41553802,Pavir.9NG479300.1,Pavir.9NG479300.1.p,"PF12552,PF14309","PTHR21726,PTHR21726:SF52",NA,NA,NA,NA,AT4G00440.3,NA,Protein of unknown function (DUF3741),LOC_Os10g40250.2,NA,expressed protein,3852,-1622,1622
Chr09N,54519614,54539614,20001,+,spliceSite,756,126782,Pavir.9NG479300,12.18401541,3.190313377,54529614,Chr09N_54529614,18,9,2.910810417,9,3.236399705,9,2.846491915,9,54525762,54531236,5475,-,41553802,Pavir.9NG479300.1,Pavir.9NG479300.1.p,"PF12552,PF14309","PTHR21726,PTHR21726:SF52",NA,NA,NA,NA,AT4G00440.3,NA,Protein of unknown function (DUF3741),LOC_Os10g40250.2,NA,expressed protein,3852,-1622,1622
Chr09N,54519614,54539614,20001,+,spliceSite,756,126783,Pavir.9NG479300,12.18401541,3.190313377,54529614,Chr09N_54529614,18,9,2.910810417,9,3.236399705,9,2.846491915,9,54525762,54531236,5475,-,41553802,Pavir.9NG479300.1,Pavir.9NG479300.1.p,"PF12552,PF14309","PTHR21726,PTHR21726:SF52",NA,NA,NA,NA,AT4G00440.3,NA,Protein of unknown function (DUF3741),LOC_Os10g40250.2,NA,expressed protein,3852,-1622,1622
Chr09N,54519614,54539614,20001,+,spliceSite,756,126784,Pavir.9NG479300,12.18401541,3.190313377,54529614,Chr09N_54529614,18,9,2.910810417,9,3.236399705,9,2.846491915,9,54525762,54531236,5475,-,41553802,Pavir.9NG479300.1,Pavir.9NG479300.1.p,"PF12552,PF14309","PTHR21726,PTHR21726:SF52",NA,NA,NA,NA,AT4G00440.3,NA,Protein of unknown function (DUF3741),LOC_Os10g40250.2,NA,expressed protein,3852,-1622,1622
Chr09N,54519614,54539614,20001,+,spliceSite,756,126785,Pavir.9NG479300,12.18401541,3.190313377,54529614,Chr09N_54529614,18,9,2.910810417,9,3.236399705,9,2.846491915,9,54525762,54531236,5475,-,41553802,Pavir.9NG479300.1,Pavir.9NG479300.1.p,"PF12552,PF14309","PTHR21726,PTHR21726:SF52",NA,NA,NA,NA,AT4G00440.3,NA,Protein of unknown function (DUF3741),LOC_Os10g40250.2,NA,expressed protein,3852,-1622,1622
Chr09N,54519614,54539614,20001,+,spliceSite,756,126786,Pavir.9NG479300,12.18401541,3.190313377,54529614,Chr09N_54529614,18,9,2.910810417,9,3.236399705,9,2.846491915,9,54525762,54531236,5475,-,41553802,Pavir.9NG479300.1,Pavir.9NG479300.1.p,"PF12552,PF14309","PTHR21726,PTHR21726:SF52",NA,NA,NA,NA,AT4G00440.3,NA,Protein of unknown function (DUF3741),LOC_Os10g40250.2,NA,expressed protein,3852,-1622,1622
Chr09N,54519614,54539614,20001,+,spliceSite,756,126787,Pavir.9NG479300,12.18401541,3.190313377,54529614,Chr09N_54529614,18,9,2.910810417,9,3.236399705,9,2.846491915,9,54525762,54531236,5475,-,41553802,Pavir.9NG479300.1,Pavir.9NG479300.1.p,"PF12552,PF14309","PTHR21726,PTHR21726:SF52",NA,NA,NA,NA,AT4G00440.3,NA,Protein of unknown function (DUF3741),LOC_Os10g40250.2,NA,expressed protein,3852,-1622,1622
Chr09N,54519614,54539614,20001,+,spliceSite,756,126788,Pavir.9NG479300,12.18401541,3.190313377,54529614,Chr09N_54529614,18,9,2.910810417,9,3.236399705,9,2.846491915,9,54525762,54531236,5475,-,41553802,Pavir.9NG479300.1,Pavir.9NG479300.1.p,"PF12552,PF14309","PTHR21726,PTHR21726:SF52",NA,NA,NA,NA,AT4G00440.3,NA,Protein of unknown function (DUF3741),LOC_Os10g40250.2,NA,expressed protein,3852,-1622,1622
Chr09N,54519614,54539614,20001,+,spliceSite,756,126789,Pavir.9NG479300,12.18401541,3.190313377,54529614,Chr09N_54529614,18,9,2.910810417,9,3.236399705,9,2.846491915,9,54525762,54531236,5475,-,41553802,Pavir.9NG479300.1,Pavir.9NG479300.1.p,"PF12552,PF14309","PTHR21726,PTHR21726:SF52",NA,NA,NA,NA,AT4G00440.3,NA,Protein of unknown function (DUF3741),LOC_Os10g40250.2,NA,expressed protein,3852,-1622,1622
Chr09N,54519614,54539614,20001,+,spliceSite,756,126790,Pavir.9NG479300,12.18401541,3.190313377,54529614,Chr09N_54529614,18,9,2.910810417,9,3.236399705,9,2.846491915,9,54525762,54531236,5475,-,41553802,Pavir.9NG479300.1,Pavir.9NG479300.1.p,"PF12552,PF14309","PTHR21726,PTHR21726:SF52",NA,NA,NA,NA,AT4G00440.3,NA,Protein of unknown function (DUF3741),LOC_Os10g40250.2,NA,expressed protein,3852,-1622,1622
Chr09N,54519614,54539614,20001,+,spliceSite,756,126791,Pavir.9NG479300,12.18401541,3.190313377,54529614,Chr09N_54529614,18,9,2.910810417,9,3.236399705,9,2.846491915,9,54525762,54531236,5475,-,41553802,Pavir.9NG479300.1,Pavir.9NG479300.1.p,"PF12552,PF14309","PTHR21726,PTHR21726:SF52",NA,NA,NA,NA,AT4G00440.3,NA,Protein of unknown function (DUF3741),LOC_Os10g40250.2,NA,expressed protein,3852,-1622,1622
Chr02K,62833092,62853092,20001,+,spliceSite,159,22882,Pavir.2KG520800,12.05855741,3.661176251,62843092,Chr02K_62843092,3,7,2.637493099,5,3.179376473,7,2.580511589,6,62852629,62853391,763,-,41656909,Pavir.2KG520800.1,Pavir.2KG520800.1.p,NA,PTHR28498,NA,NA,NA,NA,AT4G33925.1,NA,NA,LOC_Os07g40310.1,NA,expressed protein,-9537,-10299,9537
Chr01N,6417578,6437578,20001,+,spliceSite,43,11896,Pavir.1NG057700,12.04457641,2.985792941,6427578,Chr01N_6427578,2,8,4.1533378,8,2.02445148,8,2.880994189,9,6430971,6434221,3251,-,41588008,Pavir.1NG057700.2,Pavir.1NG057700.2.p,NA,"PTHR23257,PTHR23257:SF444",NA,NA,NA,NA,NA,NA,NA,LOC_Os03g28300.1,NA,"protein kinase domain containing protein, expressed",-3393,-6643,3393
Chr01N,6417578,6437578,20001,+,spliceSite,43,8091,Pavir.1NG107466,12.04457641,2.985792941,6427578,Chr01N_6427578,2,8,4.1533378,8,2.02445148,8,2.880994189,9,6424359,6426766,2408,+,41584599,Pavir.1NG107466.1,Pavir.1NG107466.1.p,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3219,812,812
Chr01N,6417578,6437578,20001,+,spliceSite,43,8092,Pavir.1NG107466,12.04457641,2.985792941,6427578,Chr01N_6427578,2,8,4.1533378,8,2.02445148,8,2.880994189,9,6424359,6426766,2408,+,41584599,Pavir.1NG107466.1,Pavir.1NG107466.1.p,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3219,812,812
Chr01N,6417578,6437578,20001,+,spliceSite,43,8093,Pavir.1NG057600,12.04457641,2.985792941,6427578,Chr01N_6427578,2,8,4.1533378,8,2.02445148,8,2.880994189,9,6435117,6435994,878,+,41584403,Pavir.1NG057600.1,Pavir.1NG057600.1.p,NA,PTHR13245,NA,NA,NA,NA,AT5G48240.2,NA,NA,LOC_Os11g16480.1,NA,"transposon protein, putative, unclassified, expressed",-7539,-8416,7539
